Customer Code,Company Name,Ship to Name,Physical Address Line 1,City,State,Zip,Area Code,Phone Exchange,Physical Phone,EMAIL_ADDRESS,EMAIL_ADDRESS_2,Profile Desc,Dist,Account,Display,Date,EndDate,CRM ,,Website,Lat ,Long
BICALI,BILLS CARPET,BILLS CARPET,110 N MAIN ST,NORTH SYRACUSE,NY,132122325,315,463,2378,bcarpetguy@netscape.net,,TARKETT NEW INTRO DISPLAY,131263,623871,RESBDISP2020ADT,20210401,99991231,,,,,
NOSYSA,NORTH SYRACUSE SALES CO,NORTH SYRACUSE SALES,306 S MAIN ST,NORTH SYRACUSE,NY,132123183,315,452,7890,colormelucky@me.com,,TARKETT NEW INTRO DISPLAY,131263,623865,RESBDISP2020ADT,20210401,99991231,,,,,
BASTFL,BAY STATE FLOOR CO,,,,,,,,,patty@baystatefloor.com,,TARKETT 22 PIN DISPLAY,131263,618481,RES22PINLTDISP,20210401,99991231,,,,,
BASTFL,BAY STATE FLOOR CO,BAY STATE FLOOR CO,10 SUTTON ST,NORTHBRIDGE,MA,01534,000,000,0000,patty@baystatefloor.com,,TARKETT NEW INTRO DISPLAY,131263,618481,RESBDISP2020ADT,20210401,99991231,,,,,
YONEFL,YOUR NEW FLOOR STORE,YOUR NEW FLOOR STORE,442 1ST NH TPKE UNIT 4,NORTHWOOD,NH,032613445,603,942,5359,wilderflooring@gmail.com,,TARKETT NEW INTRO DISPLAY,131263,634999,RESBDISP2020ADT,20210401,99991231,555673,NEW ADDRESS,,,
ROBOCT,ROCK BOTTOM FURNITURE & CARPET,,,,,,,,,wczarneski@hotmail.com,,TARKETT 22 PIN DISPLAY,131263,633391,RES22PINLTDISP,20210401,99991231,,,,,
WILFCO,WILTON FLOOR COVERING INC,,,,,,,,,,,LEXMARK NEW LIVING DISPLA,ok,622040,RES30PINLIVDISP,20210401,99991231,,,,,
CARKIN,NEW ENGLAND CARPET,,,,,,,,,chad@carpetkingandtile.com,,TARKETT 22 PIN DISPLAY,ok,607337,RES22PINLTDISP,20210401,99991231,,,,,
FLCOSH,FLOOR COVERING SHOP INC,,,,,,,,,floorcoveringshop@yahoo.com,,TARKETT 22 PIN DISPLAY,ok,624811,RES22PINLTDISP,20210401,99991231,,,,,
FLCOSH,FLOOR COVERING SHOP INC,FLOOR COVERING SHOP,385 CENTRAL AVE,NORWICH,CT,063603258,860,887,3523,floorcoveringshop@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,624811,RESBDISP2020ADT,20210401,99991231,,,,,
NULUHA,NUNDA LUMBER & HARDWARE INC,,,,,,,,,,,TARKETT 22 PIN DISPLAY,131263,602163,RES22PINLTDISP,20210401,99991231,,,,,
NULUHA,NUNDA LUMBER & HARDWARE INC,NUNDA LUMBER &,11 SOUTH STATE STREET,NUNDA,NY,14517,585,468,2521,,,TARKETT NEW INTRO DISPLAY,131263,602163,RESBDISP2020ADT,20210401,99991231,,,,,
BILWIL,BILL WILDMAN FLOOR COVERING,BILL WILDMAN FLOOR,1886 WATERTOWN AVE,WATERBURY,CT,06779,203,753,3229,billwildmanfloorco@att.net,,TARKETT NEW INTRO DISPLAY,131263,607381,RESBDISP2020ADT,20210401,99991231,,,,,
BILWIL,BILL WILDMAN FLOOR COVERING,,,,,,,,,billwildmanfloorco@att.net,,LEXMARK NEW LIVING DISPLA,131263,607381,RES30PINLIVDISP,20210401,99991231,,,,,
RICUHA,RISHE'S CUSTOM,RISHES FLOOR CENTER,1011 LINDEN ST,OGDENSBERG,NY,136695448,315,393,9051,stacey@rishesflooring.com,stuart@rishesflooring.com,TARKETT NEW INTRO DISPLAY,131263,646606,RESBDISP2020ADT,20210401,99991231,,,,,
RICUHA,RISHE'S CUSTOM,,,,,,,,,stacey@rishesflooring.com,stuart@rishesflooring.com,LEXMARK NEW LIVING DISPLA,ok,646606,RES30PINLIVDISP,20210401,99991231,,,,,
FLAMNY,DRISCOLL INC,DRISCOLL INC,1478 OLEAN PORTVILLE RD,OLEAN,NY,147609405,716,372,9455,mingesflooring@yahoo.com,jesseminges@yahoo.com,TARKETT NEW INTRO DISPLAY,131263,607068,RESBDISP2020ADT,20210401,99991231,,,,,
FLAMNY,DRISCOLL INC,,,,,,,,,mingesflooring@yahoo.com,jesseminges@yahoo.com,LEXMARK NEW LIVING DISPLA,ok,607068,RES30PINLIVDISP,20210401,99991231,,,,,
JOHMAZ,JOHN MAZZULLO & SONS,,,,,,,,,carpetone23@yahoo.com,,TARKETT 22 PIN DISPLAY,131263,627447,RES22PINLTDISP,20210401,99991231,,,,,
JOHMAZ,JOHN MAZZULLO & SONS,JOHN MAZZULLO & SONS,104 LENOX AVE,ONEIDA,NY,134211604,315,363,2390,carpetone23@yahoo.com,,TARKETT NEW INTRO DISPLAY,ok,627447,RESBDISP2020ADT,20210401,99991231,,,,,
ONCAON,ONEIDA CARPETS INC,ONEIDA CARPETS INC,174 MADISON ST,ONEIDA,NY,134211745,315,361,9800,sales@oneidacarpets.com,,TARKETT NEW INTRO DISPLAY,131263,601256,RESBDISP2020ADT,20210401,99991231,,,,,
ONCAON,ONEIDA CARPETS INC,,,,,,,,,sales@oneidacarpets.com,,LEXMARK NEW LIVING DISPLA,131263,601256,RES30PINLIVDISP,20210401,99991231,,,,,
SMHODE,SMITH'S DECORATING & FLOORING,SMITH'S DECORATING,773 LENOX AVE,ONEIDA,NY,134214108,315,363,0440,SMITHSDECORATINGCENTER@YAHOO.COM,,TARKETT NEW INTRO DISPLAY,131263,608190,RESBDISP2020ADT,20210401,99991231,,,,,
SMHODE,SMITH'S DECORATING & FLOORING,,,,,,,,,SMITHSDECORATINGCENTER@YAHOO.COM,,LEXMARK NEW LIVING DISPLA,131263,608190,RES30PINLIVDISP,20210401,99991231,,,,,
ENRUON,ENDWELL RUG FAIR,,,,,,,,,aamerman@endwellrug.com,,TARKETT 22 PIN DISPLAY,131263,634704,RES22PINLTDISP,20210401,99991231,,,,,
ENRUON,ENDWELL RUG FAIR,ENDWELL RUG CO,8 CARBON ST,ONEONTA,NY,13820,607,432,1105,aamerman@endwellrug.com,,TARKETT NEW INTRO DISPLAY,131263,634704,RESBDISP2020ADT,20210401,99991231,,,,,
WESWOO,3 NELSON AVE INC DBA,,,,,,,,,proshop@westwoodflooring.com,,TARKETT 22 PIN DISPLAY,131263,630421,RES22PINLTDISP,20210401,99991231,,,,,
OSQUCA,OSWEGO QUALITY CARPET LLC,OSWEGO QUALITY CPT,35 W SCHUYLER ST,OSWEGO,NY,131261330,315,342,0209,oqc35@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,608248,RESBDISP2020ADT,20210401,99991231,,,,,
OSQUCA,OSWEGO QUALITY CARPET LLC,,,,,,,,,oqc35@yahoo.com,,LEXMARK NEW LIVING DISPLA,131263,608248,RES30PINLIVDISP,20210401,99991231,,,,,
AHFLCO,AHWAGA FLOORCOVERING,,,,,,,,,rclar037@yahoo.com,,TARKETT 22 PIN DISPLAY,131263,607392,RES22PINLTDISP,20191209,99991231,,,,,
BBBICA,B&B BINDING & CARPET,B & B BINDING & CPT,4353 FOX RD,PALMYRA,NY,14522,,,,bbbbinding@rochester.rr.com,,TARKETT NEW INTRO DISPLAY,131263,627285,RESBDISP2020ADT,20210401,99991231,,,,,
BBBICA,B&B BINDING & CARPET,,,,,,,,,bbbbinding@rochester.rr.com,,LEXMARK NEW LIVING DISPLA,ok,627285,RES30PINLIVDISP,20210401,99991231,,,,,
FACCAR,FACTORY CARPET OUTLET CO.,,,,,,,,,xfcox@aol.com,,TARKETT 22 PIN DISPLAY,ok,607552,RES22PINLTDISP,20210401,99991231,845366,,,,
WODECO,WORLD DEPOT CORP INC,,,,,,,,,keri@worlddepot.net,,TARKETT 22 PIN DISPLAY,131263,NEW,RES22PINLTDISP,20210401,99991231,857201,,,,
FLFAPE,EUGENE V BERARD DBA COLE'S,,,,,,,,,COLESFURNITURE@ROCHESTER.TWCBC.COM,,LEXMARK NEW LIVING DISPLA,ok,627311,RES30PINLIVDISP,20210401,99991231,,,,,
FAMFUR,GLG DEVELOPMENT INC,,,,,,,,,,,TARKETT 22 PIN DISPLAY,131263,601334,RES22PINLTDISP,20210401,99991231,,,,,
FAMFUR,GLG DEVELOPMENT INC,FAMILY FURNITURE,9 SOUTH MAIN STREET,PERRY,NY,14530,716,237,6138,,,TARKETT NEW INTRO DISPLAY,131263,601334,RESBDISP2020ADT,20210401,99991231,,,,,
HADDAD,HADDAD'S,,,,,,,,,,,TARKETT 22 PIN DISPLAY,131263,607461,RES22PINLTDISP,20210401,99991231,,,,,
SCINOU,WSJ ENTERPRISES DBA,,,,,,,,,maureen.scottscarpetone@hotmail.com,,LEXMARK NEW LIVING DISPLA,131263,607170,RES30PINLIVDISP,20210401,99991231,,,,,
TAFLMA,TATRO FLOORING LLC,,,,,,,,,montfloor29@aol.com,,TARKETT 22 PIN DISPLAY,131263,624858,RES22PINLTDISP,20210401,99991231,,,,,
TAFLMA,TATRO FLOORING LLC,TATRO FLOORING,29 LAUREL STREET,PITTSFIELD,MA,012013706,413,443,9363,montfloor29@aol.com,,TARKETT NEW INTRO DISPLAY,131263,624858,RESBDISP2020ADT,20210401,99991231,,,,,
COUFLO,COUNTRY FLOORS,,,,,,,,,countryfloors@myfairpoint.net,laurie.martin34@gmail.com,TARKETT 22 PIN DISPLAY,131263,607045,RES22PINLTDISP,20210401,99991231,,,,,
PESTFL,PETITS STORE OF FLS,,,,,,,,,don@dpetit.necoxmail.com,,TARKETT 22 PIN DISPLAY,ok,610146,RES22PINLTDISP,20210401,99991231,,,,,
MAFLQU,MARTY'S CARPET & FLOORING LLC,,,,,,,,,martyscarpetandflooring@aol.com,,LEXMARK NEW LIVING DISPLA,ok,607223,RES30PINLIVDISP,20210401,99991231,,,,,
CARREM,CARPET REMNANT WAREHOUSE INC,,,,,,,,,jacobe@carpetremnantwarehouse.com,,TARKETT 22 PIN DISPLAY,131263,621412,RES22PINLTDISP,20210401,99991231,,,,,
CARREM,CARPET REMNANT WAREHOUSE INC,CARPET REMNANT WHSE,88 CAMELOT DR STE 37,PLYMOUTH,MA,02360,508,747,0662,jacobe@carpetremnantwarehouse.com,,TARKETT NEW INTRO DISPLAY,131263,621412,RESBDISP2020ADT,20210401,99991231,,,,,
KANINC,KAHIANS CARPET ONE INC,,,,,,,,,STEVENKAHIAN@HOTMAIL.COM,,TARKETT 22 PIN DISPLAY,131263,635031,RES22PINLTDISP,20210401,99991231,,,,,
KANINC,KAHIANS CARPET ONE INC,KAHIANS CARPET ONE,96 LONG POND RD,PLYMOUTH,MA,02362,000,000,0000,STEVENKAHIAN@HOTMAIL.COM,,TARKETT NEW INTRO DISPLAY,131263,635031,RESBDISP2020ADT,20210401,99991231,,,,,
MIDINC,MIDE INC. DBA,,,,,,,,,mikvet88@hotmail.com,,LEXMARK NEW LIVING DISPLA,131263,610315,RES30PINLIVDISP,20210401,99991231,,,,,
CAWOWE,CARPET WORLD OF,,,,,,,,,carpetworld140@optimum.net,,TARKETT 22 PIN DISPLAY,131263,621638,RES22PINLTDISP,20210401,99991231,857204,,,,
CATICO,CAPOZZA TILE CO INC,,,,,,,,,reception@capozzaflooring.com,jimmy@capozzaflooring.com,LEXMARK NEW LIVING DISPLA,ok,607412,RES30PINLIVDISP,20210401,99991231,,,,,
MMCHIN,CHIC INTERIORS,UNCLE BOB'S STORAGE,17 CHESTNUT ST,PORTLAND,ME,041014944,207,408,3523,marinko@mmwholesaleflooring.com,,TARKETT NEW INTRO DISPLAY,131263,635055,RESBDISP2020ADT,20210401,99991231,,,,,
POFLCO,PORTLAND FLOOR CVG,,,,,,,,,,,LEXMARK NEW LIVING DISPLA,131263,624875,RES30PINLIVDISP,20210401,99991231,,,,,
LCIFLO,LCI FLOORING LLC,,,,,,,,,poqufl@hotmail.com,,TARKETT 22 PIN DISPLAY,ok,607519,RES22PINLTDISP,20210401,99991231,,,,,
PERTCA,PERSONAL TOUCH FLOORING INC,,,,,,,,,sales@personaltouchflooring.com,,LEXMARK NEW LIVING DISPLA,ok,609642,RES30PINLIVDISP,20210401,99991231,,,,,
FLSHHV,FLOOR SHORE INC,PROSOURCE OF HUDSON VALLEY,47 PATRICK LN,POUGHKEEPSIE,NY,125341509,845,471,4710,afasoldt@ps-wholesale.com,,TARKETT NEW INTRO DISPLAY,131263,630141,RESBDISP2020ADT,20210401,99991231,,,,,
FLSHHV,FLOOR SHORE INC,,,,,,,,,afasoldt@ps-wholesale.com,,LEXMARK NEW LIVING DISPLA,ok,630141,RES30PINLIVDISP,20210401,99991231,,,,,
LOOMIS,LOOMIS PAINT AND FLOORING,LOOMIS PAINT AND FLR,200 MAIN STREET,POULTNEY,VT,057644406,802,287,4009,loomispandf@gmail.com,,TARKETT NEW INTRO DISPLAY,131263,610622,RESBDISP2020ADT,20210401,99991231,,,,,
FRBRST,FRANCHER'S BRIDGE STREET,,,,,,,,,,,TARKETT 22 PIN DISPLAY,131263,634112,RES22PINLTDISP,20210401,99991231,,,,,
FRBRST,FRANCHER'S BRIDGE STREET,FRANCHER'S BRIDGE ST,4868 N JEFFERSON ST,PULASKI,NY,131424713,315,298,7999,,,TARKETT NEW INTRO DISPLAY,131263,634112,RESBDISP2020ADT,20210401,99991231,,,,,
NECATI,NORTHEAST FLOORING AND,,,,,,,,,george@northeastflooringandkitchens.com,stephanie@nefk.com,TARKETT 22 PIN DISPLAY,ok,609949,RES22PINLTDISP,20210401,99991231,,,,,
BULOFL,BUY LOW FLOORING WAREHOUSE,,,,,,,,,,,TARKETT 22 PIN DISPLAY,ok,634293,RES22PINLTDISP,20210401,99991231,,,,,
BULOFL,BUY LOW FLOORING WAREHOUSE,BUY LOW FLOORING WAR,704 UPPER GLEN ST,QUEENSBURY,NY,128042019,518,792,2665,,,TARKETT NEW INTRO DISPLAY,131263,634293,RESBDISP2020ADT,20210401,99991231,,,,,
FOUSTA,FOUR STAR FLOORING,,,,,,,,,,,TARKETT 22 PIN DISPLAY,131263,607119,RES22PINLTDISP,20210401,99991231,,,,,
FOUSTA,FOUR STAR FLOORING,FOUR STAR FLOORING,324 QUAKER RD STE 1,QUEENSBURY,NY,128041543,518,745,5250,,,TARKETT NEW INTRO DISPLAY,131263,607119,RESBDISP2020ADT,20210401,99991231,,,,,
HAQUQU,HANKS QUALITY FLOORING,,,,,,,,,hanksflooringgf@gmail.com,,TARKETT 22 PIN DISPLAY,131263,635634,RES22PINLTDISP,20210401,99991231,857443,,,,
UNFLSU,UNITED FLOORING & SUPPLY,,,,,,,,,unitedflooringsupply@gmail.com,,TARKETT 22 PIN DISPLAY,131263,650085,RES22PINLTDISP,20210401,99991231,,,,,
DECTEC,DEC TECH INC,DEC TECH INC,10 FREETOWN RD,RAYMOND,NH,03077,000,000,0000,amy@dectechflooring.com,dectechinc@yahoo.com,TARKETT NEW INTRO DISPLAY,131263,602665,RESBDISP2020ADT,20210401,99991231,,,,,
DECTEC,DEC TECH INC,,,,,,,,,amy@dectechflooring.com,dectechinc@yahoo.com,LEXMARK NEW LIVING DISPLA,131263,602665,RES30PINLIVDISP,20210401,99991231,,,,,
EADIIN,EARLE DIAS INTERIORS,,,,,,,,,,,TARKETT 22 PIN DISPLAY,131263,607066,RES22PINLTDISP,20210401,99991231,,,,,
CEBUCA,CE BUELL CARPET SALES,,,,,,,,,buellsfloorcovering@yahoo.com,buellsfc@gmail.com,TARKETT 22 PIN DISPLAY,131263,626091,RES22PINLTDISP,20210401,99991231,,,,,
RIHOSU,RICHMOND HOME SUPPLY,,,,,,,,,rhs@madriver.com,,TARKETT 22 PIN DISPLAY,131263,601326,RES22PINLTDISP,20210401,99991231,,,,,
BICACE,CALDER GROUP LTD DBA,CALDER GROUP LTD DBA,400 JEFFERSON RD,ROCHESTER,NY,146232430,585,292,5330,ncalder@billscarpetcenter.com,,TARKETT NEW INTRO DISPLAY,131263,627287,RESBDISP2020ADT,20210401,99991231,556758,VALIDATE ADDRESS?,,,
BICACE,CALDER GROUP LTD DBA,,,,,,,,,ncalder@billscarpetcenter.com,,LEXMARK NEW LIVING DISPLA,ok,627287,RES30PINLIVDISP,20210401,99991231,,,,,
BRPLSA,BROCKS PLYWOOD SALES,,,,,,,,,flooring@brocksonline.com,,TARKETT 22 PIN DISPLAY,,602768,RES22PINLTDISP,20210401,99991231,,,,,
CCMFLO,CCM FLOORING CORP,,,,,,,,,,,TARKETT 22 PIN DISPLAY,131263,615289,RES22PINLTDISP,20210401,99991231,409651,DUPLICATES,,,
CLFUCO,THE CLARIDGE,,,,,,,,,pattii@fabergroup.com,,LEXMARK NEW LIVING DISPLA,131263,623708,RES30PINLIVDISP,20210401,99991231,,,,,
EXFLPE,J.S. EXCEL FLOORING INC,,,,,,,,,excelpayables@gmail.com,jsexcelflooring@gmail.com,TARKETT 22 PIN DISPLAY,131263,609319,RES22PINLTDISP,20210401,99991231,,,,,
EXFLPE,J.S. EXCEL FLOORING INC,J.S. EXCEL FLOORING,2341 MONROE AVE,ROCHESTER,NY,14618,585,413,785,excelpayables@gmail.com,jsexcelflooring@gmail.com,TARKETT NEW INTRO DISPLAY,131263,609319,RESBDISP2020ADT,20210401,99991231,,,,,
EXFLPE,J.S. EXCEL FLOORING INC,,,,,,,,,excelpayables@gmail.com,jsexcelflooring@gmail.com,LEXMARK NEW LIVING DISPLA,ok,609319,RES30PINLIVDISP,20210401,99991231,,,,,
GRAACA,GRADE A CARPETING INC,GRADE A CARPETING IN,1726 LONG POND ROAD,ROCHESTER,NY,146064056,,,,info@gradeacarpeting.com,,TARKETT NEW INTRO DISPLAY,131263,618542,RESBDISP2020ADT,20210401,99991231,,,,,
GRAACA,GRADE A CARPETING INC,,,,,,,,,info@gradeacarpeting.com,,LEXMARK NEW LIVING DISPLA,ok,618542,RES30PINLIVDISP,20210401,99991231,,,,,
HAOUNY,HARDWOOD OUTLET LLC,,,,,,,,,ozengin21@hotmail.com,,LEXMARK NEW LIVING DISPLA,ok,633602,RES30PINLIVDISP,20210401,99991231,,,,,
KBFLRO,K.B KELLEYS FLOORING LLC,,,,,,,,,kbkelley@myfairpoint.net,chris@kbkelleysflooring.com,TARKETT 22 PIN DISPLAY,131263,644580,RES22PINLTDISP,20210401,99991231,,,,,
KBFLRO,K.B KELLEYS FLOORING LLC,K B KELLEYS FLOORING,27 HANCOCK ST UNIT 3,ROCHESTER,NH,038673528,603,330,3955,kbkelley@myfairpoint.net,chris@kbkelleysflooring.com,TARKETT NEW INTRO DISPLAY,131263,644580,RESBDISP2020ADT,20210401,99991231,,,,,
MATDIR,"MATERIALS DIRECT, LLC",,,,,,,,,brandon@byoh.biz,chrismyager@byohome.com,TARKETT 22 PIN DISPLAY,,closed,RES22PINLTDISP,20210401,99991231,,,,,
MRDEWO,M & R DECOR WORLD,M & R DECOR WORLD,766 RIDGE RD E,ROCHESTER,NY,146211709,585,338,7331,mrdecorworld@aol.com,,TARKETT NEW INTRO DISPLAY,131263,607433,RESBDISP2020ADT,20210401,99991231,,,,,
PSONRO,PS1 ROCHESTER 2015 LLC,PROSOURCE OF ROCHESTER,3450 WINTON PL,ROCHESTER,NY,146232805,585,427,9999,sales@prosourceofrochester.com,,TARKETT NEW INTRO DISPLAY,131263,603252,RESBDISP2020ADT,20210401,99991231,,,,,
PSONRO,PS1 ROCHESTER 2015 LLC,,,,,,,,,sales@prosourceofrochester.com,,LEXMARK NEW LIVING DISPLA,131263,603252,RES30PINLIVDISP,20210401,99991231,,,,,
CAYFLO,CAYOUETTE FLOORING,,,,,,,,,thomas.belanger8@gmail.com,,LEXMARK NEW LIVING DISPLA,ok,607419,RES30PINLIVDISP,20210401,99991231,,,,,
CUFLHA,CUSTOM FLOOR- HRTFD,,,,,,,,,leslie.customfloors@gmail.com,,TARKETT 22 PIN DISPLAY,ok,607054,RES22PINLTDISP,20210401,99991231,,,,,
ROSFLO,ROSENDALE FLOORING,,,,,,,,,rosendaleflooringco@gmail.com,,TARKETT 22 PIN DISPLAY,131263,654265,RES22PINLTDISP,20210401,99991231,,,,,
ARCARU,ARBES CARPET & TILE CENTER,,,,,,,,,arbescarpetcenter@gmail.com,,LEXMARK NEW LIVING DISPLA,ok,613543,RES30PINLIVDISP,20210401,99991231,,,,,
FLOFAS,COASTAL FLOOR FASHIONS LLC,,,,,,,,,info@coastalfloorfashions.com,,TARKETT 22 PIN DISPLAY,131263,618753,RES22PINLTDISP,20210401,99991231,555693,NEW ADDRESS,,,
FLOFAS,COASTAL FLOOR FASHIONS LLC,RYE FLOOR FASHIONS,15 SAGAMORE RD,RYE,NH,038706109,603,319,4199,info@coastalfloorfashions.com,,TARKETT NEW INTRO DISPLAY,131263,618753,RESBDISP2020ADT,20210401,99991231,,,,,
SECOFL,SEACOAST FLOORING,,,,,,,,,barbara@seacoastflooring.com,,LEXMARK NEW LIVING DISPLA,ok,635176,RES30PINLIVDISP,20210401,99991231,,,,,
ATLCAR,ATLANTIC DIVERSIFIED SERVICES,,,,,,,,,,,TARKETT 22 PIN DISPLAY,131263,618853,RES22PINLTDISP,20210401,99991231,,,,,
CITFEE,CITY FEED & LUMBER,STICKS & STUFF,44 LOWER NEWTON ST,SAINT ALBANS,VT,05478,802,524,2136,flooring@sticksandstuff.com,bsmith@sticksandstuff.com,TARKETT NEW INTRO DISPLAY,ok,621502,RESBDISP2020ADT,20210401,99991231,,,,,
CITFEE,CITY FEED & LUMBER,,,,,,,,,flooring@sticksandstuff.com,bsmith@sticksandstuff.com,LEXMARK NEW LIVING DISPLA,ok,621502,RES30PINLIVDISP,20210401,99991231,,,,,
SANFLO,SANFORD FLOORING,SANFORD FLOORING,1209 MAIN STREET,SANFORD,ME,04073,,,,jason@sanfordflooring.com,erin@sanfordflooring.com,TARKETT NEW INTRO DISPLAY,131263,602713,RESBDISP2020ADT,20210401,99991231,,,,,
SANFLO,SANFORD FLOORING,,,,,,,,,jason@sanfordflooring.com,erin@sanfordflooring.com,LEXMARK NEW LIVING DISPLA,131263,602713,RES30PINLIVDISP,20210401,99991231,,,,,
TOCALA,TORELL'S CARPETLAND,TORELL'S CARPETLAND,78 CHURCH ST,SARATOGA SPRINGS,NY,128662066,518,587,7331,carpetlandsar@hotmail.com,,TARKETT NEW INTRO DISPLAY,131263,607357,RESBDISP2020ADT,20210401,99991231,,,,,
TOCALA,TORELL'S CARPETLAND,,,,,,,,,carpetlandsar@hotmail.com,,LEXMARK NEW LIVING DISPLA,ok,607357,RES30PINLIVDISP,20210401,99991231,,,,,
BABICA,HARVINE CORP DBA,CLASSIC FLOORING BALD BILLY'S CARPET OUTLET,429 US ROUTE 11,SCARBOROUGH,ME,04074,207,883,7847,klajoie@classicflooring.com,warehouse@classicflooring.com,TARKETT NEW INTRO DISPLAY,131263,603054,RESBDISP2020ADT,20210401,99991231,,,,,
BABICA,HARVINE CORP DBA,,,,,,,,,klajoie@classicflooring.com,warehouse@classicflooring.com,LEXMARK NEW LIVING DISPLA,ok,603054,RES30PINLIVDISP,20210401,99991231,,,,,
FAFLSC,FASHION FLOORS INC,FASHION FLOORS INC,197 ROUTE 1,SCARBOROUGH,ME,04070,,,,ifashion@maine.rr.com,,TARKETT NEW INTRO DISPLAY,131263,607093,RESBDISP2020ADT,20210401,99991231,,,,,
FAFLSC,FASHION FLOORS INC,,,,,,,,,ifashion@maine.rr.com,,LEXMARK NEW LIVING DISPLA,ok,607093,RES30PINLIVDISP,20210401,99991231,,,,,
QUFLBI,QUALITY FLOOR FINISHERS INC,,,,,,,,,qualityfloor@gwi.net,,TARKETT 22 PIN DISPLAY,131263,NEW,RES22PINLTDISP,20210401,99991231,857887,,,,
QUFLBI,QUALITY FLOOR FINISHERS INC,QUALITY FLOOR FINISHERS INC.,442 US RT 1,SCARBOROUGH,ME,04074,207,303,0391,qualityfloor@gwi.net,,TARKETT NEW INTRO DISPLAY,131263,NEW,RESBDISP2020ADT,20210401,99991231,857887,,,,
MADISC,MARCELLA'S FLOOR COVERING,MARCELLA'S FLOOR COV,1721 UNION ST,SCHENECTADY,NY,12309,518,374,3008,marcellasflooring@outlook.com,,TARKETT NEW INTRO DISPLAY,131263,626133,RESBDISP2020ADT,20210401,99991231,,,,,
MADISC,MARCELLA'S FLOOR COVERING,,,,,,,,,marcellasflooring@outlook.com,,LEXMARK NEW LIVING DISPLA,ok,626133,RES30PINLIVDISP,20210401,99991231,,,,,
QUFLPA,ROY MCILWEE,,,,,,,,,mmcil68519@aol.com,,TARKETT 22 PIN DISPLAY,ok,637244,RES22PINLTDISP,20210401,99991231,,,,,
QUFLPA,ROY MCILWEE,QUALITY FLOORS,1726 JACKSON STREET,SCRANTON,PA,18504,570,346,1254,mmcil68519@aol.com,,TARKETT NEW INTRO DISPLAY,131263,637244,RESBDISP2020ADT,20210401,99991231,,,,,
PARFLO,PARENTEAU'S FLOOR COVERING,PARENTEAU'S FLR COV.,218 E MAIN ST,SEARSPORT,ME,049743312,207,548,1002,parenteausflooring@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,618583,RESBDISP2020ADT,20210401,99991231,,,,,
PARFLO,PARENTEAU'S FLOOR COVERING,,,,,,,,,parenteausflooring@yahoo.com,,LEXMARK NEW LIVING DISPLA,ok,618583,RES30PINLIVDISP,20210401,99991231,,,,,
MOCAFL,MORGAN CPT & FLOOR,,,,,,,,,,,LEXMARK NEW LIVING DISPLA,ok,633390,RES30PINLIVDISP,20210401,99991231,,,,,
ACCACT,ACTION CARPET & CLEANING,,,,,,,,,kgblake@aol.com,kevinblake@action-carpet.com,TARKETT 22 PIN DISPLAY,131263,606908,RES22PINLTDISP,20210401,99991231,786803,,,,
ACEWOO,ACE WOOD FLOORING,,,,,,,,,acewoodflooring@aol.com,,TARKETT 22 PIN DISPLAY,131263,610465,RES22PINLTDISP,20210401,99991231,555755,NEW ADDRESS,,,
DOULUM,DOUGLAS LUMBER,,,,,,,,,jstgeorge@douglaslumber.com,,TARKETT 22 PIN DISPLAY,ok,629413,RES22PINLTDISP,20210401,99991231,,,,,
SORUSE,SOMERS RUG LLC,,,,,,,,,,,LEXMARK NEW LIVING DISPLA,ok,601876,RES30PINLIVDISP,20210401,99991231,,,,,
BOUFLO,BOURQUE'S FLOORING,,,,,,,,,flooring@metrocast.net,,LEXMARK NEW LIVING DISPLA,131263,647568,RES30PINLIVDISP,20210401,99991231,,,,,
NEBEMA,NEW BEDFORD TILE & CARPET INC,NEW BEDFORD TILE & CARPET,6 MCCABE ST,SOUTH DARTMOUTH,MA,027481612,508,998,3695,newbedfordtileandcarpet@gmail.com,,TARKETT NEW INTRO DISPLAY,131263,607347,RESBDISP2020ADT,20210401,99991231,,,,,
NEBEMA,NEW BEDFORD TILE & CARPET INC,,,,,,,,,newbedfordtileandcarpet@gmail.com,,LEXMARK NEW LIVING DISPLA,131263,607347,RES30PINLIVDISP,20210401,99991231,,,,,
QNENOT,Q-N-Q ENTERPRISES LLC,,,,,,,,,quiver51167@aol.com,,LEXMARK NEW LIVING DISPLA,131263,647428,RES30PINLIVDISP,20210401,99991231,,,,,
HICASP,CAMPBELL'S FLOORING DBA,,,,,,,,,higginscarpetandflooring@gmail.com,terri@myottmail.com,TARKETT 22 PIN DISPLAY,ok,607158,RES22PINLTDISP,20210401,99991231,,,,,
DAFLCA,DALENE FLOORING,,,,,,,,,lbutenas@daleneflooring.com,,TARKETT 22 PIN DISPLAY,ok,632915,RES22PINLTDISP,20210401,99991231,,,,,
ALBRFL,AL BROUSSEAUS FLOOR,,,,,,,,,albrousseauflooring@gmail.com,,LEXMARK NEW LIVING DISPLA,131263,621409,RES30PINLIVDISP,20210401,99991231,,,,,
